,MI,lower-a,spread-a,mu-b,sigma-b
0,-0.0,42.655294768791386,6.844213770050116,33.882055257297324,3.7511471087896093
1,0.0005062406337348335,47.81991780550803,1.6374405145406357,13.628127179498133,5.389299067029464
2,0.009635597536806983,18.512346119605976,17.64921703019546,24.84830071145779,0.3763899356446432
3,0.0008343502380512291,22.96394140680111,3.1783673325927664,31.121468867245667,1.6572798081564553
4,0.006002686370756294,12.733669609669956,28.731952361995496,33.68699134242504,0.632317719319118
5,-0.0,25.745490842089,23.785577874029862,17.63686501525863,11.329562295919652
6,0.00490811810426095,17.457945955636113,16.602356923166095,32.52970535491872,4.314056762638392
7,-0.0,28.379218164309485,10.673120714144932,25.5422274849516,7.126727241304874
8,-0.0,23.27479098363954,13.422893974466067,13.5184183057031,10.513173307008895
9,-0.0,44.90102319127153,2.6399532399408576,22.504998062731993,12.795275019329354
10,-0.0,15.99011991000206,20.08692293483001,24.880426445585172,0.1
11,0.0023460183745829255,22.390590471876294,13.675480139914761,17.63222606987629,15.491245302778777
12,-0.0,35.95935663254139,9.821205259071704,29.596387582523267,7.354975595120722
13,-0.0,22.181771058015244,13.117295263724396,23.82682644458598,11.675667145228383
14,-0.0,17.825992546915902,16.729974865871114,32.21928060127721,2.7244812852967835
15,-0.0,31.602737635994913,4.877146809938484,15.979562137527218,12.229037259184768
16,0.006079409607041342,17.51403777551101,16.15075736285228,33.7656686118693,2.57313627889191
17,0.013858910359550336,16.907990193962718,17.517081819188185,32.85323904443954,4.464051089850526
18,0.005897369612840819,20.099627881281542,17.938319375600198,26.50377081203126,1.9771638570834353
19,-0.0,16.878987857448607,17.413217995082697,33.00009660178255,4.557176564764662
20,0.0013460040187389666,24.01811152967312,20.4842955698467,15.729272308132668,14.252045423556414
21,0.003180407036657229,13.541631927949155,14.976555084072988,20.445531836987712,7.147139351797757
22,-0.0,23.65719800414997,18.161050127272787,41.57942804588504,4.176662371086182
23,0.00357719939991874,12.415414795201908,5.737020932148287,12.13475841074449,11.271357734148546
24,0.00193107495550926,15.774960559576968,23.168777951694196,12.923760732211118,3.9376852763018735
25,-0.0,15.227692619123623,31.796607845166513,14.79952961671881,5.580357098932784
26,-0.0,10.06597005178433,29.60028742285774,28.075681514009545,7.647601460235259
27,0.00298849083236874,13.935656416546687,30.208427287653862,13.564090067454227,9.165622468066537
28,0.0013946877423443027,12.083645748991735,11.870408510972288,22.69959786454649,7.57719667377333
29,0.006383407324841883,19.456095554667737,15.025995279381497,11.51518126826636,9.028467987686593
30,0.001522049623842392,19.70820214970667,22.48997800262198,10.363444162285687,6.994678589897553
31,0.0017289836235132583,26.261744107124215,11.525288502045559,16.50636887797748,1.8722290658624794
32,0.0022421315195106928,13.242965387435866,18.953809824668465,19.724942046557207,8.97418594226278
33,0.0019436472536469296,29.80542947875371,17.395890576463536,10.619970092630432,10.698512364781076
34,-0.0,33.87819722301458,4.472383314864348,25.398455109856716,3.9110506540771626
35,-0.0,21.46510750003611,12.64758873593902,16.62200471930526,4.171647496161086
36,-0.0,31.982443915463143,7.1231600365972,36.82709963677647,4.928828543735944
37,0.0007819590125137665,11.303727315346226,33.29586359775199,15.219079789995904,7.45274983768418
38,-0.0,27.842702769504598,6.1510779919185055,23.379093785273227,11.676860476668658
39,0.00042133299168334304,10.642165559417357,11.843276595720106,11.652825206413567,1.4719044142480717
40,0.00043128310786855195,14.694833738645894,26.189811353147462,17.193226328796204,0.13957073471603043
41,-0.0,22.358809107265177,26.941735777617296,13.326028167493531,12.513513175693205
42,-0.0,32.75409788738587,6.070154035471331,19.57416455190314,13.141009393159834
43,-0.0,39.968282879936645,5.026365560472863,37.560857704657906,5.45774939281684
44,0.0034810841806205417,18.575759352114613,23.619620829029998,17.80724340357584,15.20229660567401
45,0.009494026378080278,17.865290887033414,15.826736318901222,19.25162297730717,7.197432326053805
46,-0.0,27.391160479844906,12.78515640026284,25.89096685744801,2.8862790128507823
47,-0.0,29.448575665165023,14.149010007523643,18.073002755649004,8.396092379977278
48,-0.0,21.42525852581369,17.833796631398005,15.826987471282141,9.140250452713888
49,0.0022886747191108725,30.80270013974992,12.870722479176756,23.8267041742141,7.833469904350028
50,0.004180022048339893,24.083606415722805,11.52440246337624,13.925943445036122,11.357490390195498
51,-0.0,11.946454245848056,3.8783501001086673,13.174239404535562,4.494667354017957
52,-0.0,16.50296829512967,5.876171723900181,11.71610998605626,3.9472742961550025
53,-0.0,38.2356733281039,2.162654483199784,14.914730733667469,12.086318542794077
54,0.004574359816585272,16.20587972597189,20.33007587290513,33.15917409590593,7.951146912264266
55,0.001110121831723987,21.145899071650188,24.889897869215005,30.41857270336302,8.934068796027981
56,-0.0,22.1746323997605,20.444915270229163,17.0814002677095,14.624449350687613
57,-0.0,17.818428359469422,26.03748783308586,12.45903532705357,14.050836170537265
58,0.001497350790252483,23.29356313488208,1.1558219138715176,33.104767052550464,0.7378736839721493
59,-0.0,14.409806734768766,30.574914659870668,37.43595285785065,2.341276622725501
