,MI,lower-a,spread-a,lower-b,spread-b
0,-0.0,26.872546429596348,3.10047654290452,23.03820407961114,16.994408429262563
1,-0.0,16.970372168834587,1.665443250005172,26.612109708589955,18.0396073545819
2,0.004579243067881933,23.625185377076583,12.966764646093317,14.028602326365004,6.97199518092237
3,-0.0,29.120507507567584,3.8870052314436565,32.03283513277948,6.288512093926144
4,0.0076965842043712485,29.95214135539291,16.182367465109753,16.8296235002901,1.1723330553627953
5,0.005947291942563382,15.143537345252573,24.674961562353793,12.734439628437663,10.459411845843931
6,-0.0,31.46372041956934,4.409940099248937,23.716362086639577,17.283232044774195
7,-0.0,12.927738179083548,10.076485725274402,10.887474957743715,30.69217337203017
8,-0.0,33.94035963999652,1.5185835930403302,28.628263934212033,17.043804657040344
9,-0.0,22.254826468918523,1.97591384955917,15.25053832071244,34.379034927370014
10,-0.0,26.79138758079326,23.208611700381386,14.333909482281644,1.5578065714822644
11,0.008100119969144615,29.72383477588634,14.038318925962606,16.913968538242,1.9139670849736472
12,0.0032277923811054876,33.09264378632346,14.243474024649938,17.32191825994369,1.095459307479741
13,0.005126868597720602,28.381315708443392,14.911090608966488,16.713702619891052,1.9564588881006288
14,-0.0,30.273346907995784,14.841896920399416,16.92748777959032,1.5113096772813717
15,-0.0,37.96231085490755,5.100594292940701,24.479962470958043,10.61201953038629
16,0.005466759425733159,24.704434513199836,23.756392611974903,25.28037002644809,6.821922817487818
17,0.002843788821468962,28.75417555849728,15.354889015748924,16.02247475897172,1.3699232214166912
18,-0.0,27.770586225126724,15.370069365947913,15.858665368165674,2.706684189666042
19,0.0021853440419494774,24.003511521321457,13.157586086395124,14.476378932848997,7.575311995650833
20,-0.0,33.281043887022776,13.552134545222234,16.03655420379185,1.3239714197509889
21,0.003905893742111033,12.935546131896691,8.642274793600544,13.97131702725947,14.89351417335493
22,-0.0,12.298395051277339,9.877974375988735,13.03116535321542,15.08563989371229
23,-0.0,29.617921986379883,13.28667151313688,15.294526145297969,1.1993796772080856
24,-0.0,24.26260910348844,22.715168664640714,25.779923313857886,7.363830243038203
25,0.0016133186460915994,32.8827322578721,14.26047631707589,17.2036204262186,1.7013405749550998
26,-0.0,11.31051315789982,29.516812349941993,12.907101533707479,32.88225667654443
27,0.004839544397304607,21.921964509270005,20.90670648104245,24.91970214506704,9.812342620184978
28,0.010427518939145841,16.781263892821222,29.25603331806771,16.313494950795917,11.217919474651662
29,-0.0,37.83051655714381,7.164525453739152,43.409774074190466,3.4923298814986836
30,0.006256691803681491,14.716171284785041,3.085828480708326,43.72816061771308,4.333955948627839
31,-0.0,11.606202410668303,3.278670452859873,29.753480395146795,18.373315013789927
32,-0.0,34.02551597207368,4.4979764693512925,32.179545052767025,6.802287486068526
33,0.00087717474100657,29.31329368650053,12.952175527552345,17.0039842104998,2.1614494334245737
34,-0.0,36.19932217425154,4.52029820457271,24.98311463043079,17.719132514830207
35,0.0009331622075201551,21.05482392329789,10.54640992070179,10.919405997380949,12.329603895727704
36,0.0015026462987428602,36.2892500827963,1.427879635035647,37.91826782980969,6.515230537580581
37,-0.0,24.422761407521957,24.490001762455442,25.25581902287104,5.940156719028802
38,-0.0,14.490816538376157,24.84242800708596,11.584334004579912,10.910843925268026
39,-0.0,17.19438499712147,28.376395492497103,17.06586584360293,11.50961433476306
40,-0.0,10.54772271046903,22.130369545459057,39.26367079834979,8.53438188587711
41,0.004806179978810832,10.438584404261047,34.27722679511885,10.569177636139289,25.80193769491888
42,0.001104865336714056,29.979988659624667,15.991482007462787,17.654790860880517,1.9435910115223365
43,-0.0,10.520773761326208,20.949586875122307,11.08524333137697,6.059803851964505
44,0.00026202696601806963,10.262978523903286,23.353463196432784,30.152800905413653,14.14566301240276
45,0.0016916749538893328,10.047702542650146,34.36936427760181,10.196625934906681,24.84653305911428
46,-0.0,19.589380402247542,5.361175682853663,22.575587038155653,15.027161275760541
47,0.0022479957446712717,14.813308806685296,4.64103668337684,14.603196284024023,28.03042517023377
48,0.004918132757149252,35.24903842581234,11.893337554489571,23.758043866274804,13.552194407109956
49,0.0013386049584855897,17.944680234831058,28.179092294852165,11.140098351053108,6.369642770119834
50,0.004253443918173616,20.399929834655918,7.226331088165123,30.141360897172046,4.760661701795139
51,-0.0,32.57393078742123,16.625712889869106,24.73687246981431,12.48513212418285
52,0.00020240569048013413,18.059172501419745,8.085403119602832,19.3183136201138,8.6993315853673
53,-0.0,12.87637754093986,21.087897902264586,37.898455360346475,2.8417456278873
54,0.005002908394349248,20.519060130566615,2.610705641632971,31.077753751880305,11.974900736838032
55,0.005948304069823607,14.792603817963643,3.3016507810665363,43.110951362263734,4.824567587693318
56,-0.0,17.33423861055296,29.716132971447173,14.817064550602822,10.90985177633636
57,-0.0,13.410835457289924,3.882493061401493,44.40571454332965,5.443519445892653
58,-0.0,14.197645498158785,25.924593516161067,13.893979318623835,11.38101776941095
59,0.00017328733352250936,13.383870140132244,3.727215252488314,43.46425157859828,4.342541326613264
