,MI,lambda,loc
0,0.618998938034089,23.994289590742568,115.41791601598763
1,0.3581136441509001,27.670121182493105,64.77657081133886
2,0.5792266958915606,22.416149281626396,104.60418045501812
3,0.2433241699778641,38.51672971560106,10.669132249375874
4,0.1243778565488709,34.57360638860981,27.019646318906204
5,0.5612316883097916,30.180898599333382,99.97325907552568
6,0.6281115553284611,45.594504507723975,114.68553576750412
7,0.444787139261134,32.79568409720284,5.799149167960672
8,0.20861588842805823,41.86324290953731,15.259746941320035
9,0.523954680720121,37.642104374041665,91.44843124883133
10,0.6196450153618915,35.53113648640008,115.55544110244392
11,0.6678656266742387,44.16471307824604,127.51089588565802
12,0.6951314495254959,31.8339945606628,133.33333333333331
13,1.3860357213043848,14.113836194515478,0.1
14,1.2887521355528246,10.0,0.1
15,1.1004864685413676,14.60092121643927,3.637583826633695
16,1.3861420964711648,16.615431040008684,0.1
17,0.694495436749504,10.0,133.33333333333331
18,0.47837029198617653,10.0,82.20140084195889
19,0.33729777792775106,50.0,57.21968494118912
20,0.2965633580823681,10.0,46.377593116929106
21,0.4306871016791227,49.156094428394965,74.72766657265062
22,0.6239150456815139,10.251416993037171,116.26574008463216
23,1.3856687226686502,46.48299028865835,0.7218357397836791
24,1.3185491336642121,50.0,0.1
25,1.385850925912174,45.81972903774796,0.1
26,1.1656919109454513,50.0,4.549192985344795
27,1.3861450568238203,15.397098801880274,0.1
28,1.3859758547993932,47.02447171401807,0.1
29,0.5657570163121095,50.0,98.6235824570859
30,0.21849654649692063,10.0,24.52869424887807
31,1.3861561458116682,20.544041927254515,0.1
32,1.3862099664797283,19.089222632379,0.1
33,0.22658345018154158,50.0,37.224383254745
34,0.5413085896213081,10.0,98.29961062167281
35,0.3894586686812316,11.651240619684133,66.7862785143139
36,1.3855467066090155,23.522826973197567,0.1
37,0.24504851889984014,29.504304836902648,46.02385620032248
38,1.3860085008053211,41.64032136761366,0.1
39,1.3857966215391215,27.54347675343596,0.1
40,1.3858386604155717,37.127296320172256,0.1
41,1.3860977437619395,32.116352352486516,0.1
42,0.47504130214401297,25.94674063879082,80.44193508122221
43,1.3858689949757386,43.27105032981462,0.1
44,0.6814900905761068,21.09140949227802,129.22172755923378
45,0.6850298459360991,47.41138458986857,132.9753148463679
46,1.385717027822726,39.105032674450605,0.1
47,1.2390354359485602,44.16676111594945,2.077399646771422
48,0.4966174704321098,21.0658009334962,91.52876026112074
49,1.3829237184693426,47.6245512247663,0.9223622653746225
50,0.49033838718926415,49.84576958190016,86.04793013647105
51,0.4202369409216571,37.908957778234765,74.97016585230719
52,0.9630577175930357,29.892775257133437,0.1
53,1.3854208415937368,33.891562628134494,0.1
54,1.3859379640147313,26.0172365817093,0.1
55,0.95273156618246,22.100405942500583,2.424943845297334
56,1.3777964934674385,11.865315790774988,1.4672756272380594
57,1.2590171188876091,10.0,3.704980948505323
58,0.9666143259149749,38.585558085469984,1.7104536282226697
59,0.8022638052097291,10.0,9.472287531935539
