,score,lower,scale
0,0.34655621272641035,23.2728177278269,16.80943502896001
1,0.2674952004932507,19.681837262451197,19.13819600535952
2,0.5838238488070973,31.83581415385682,11.027341251735475
3,0.3136703215797496,13.418358581512146,17.91040524026483
4,1.9821551828520256,34.04512375821292,2.2465076486471647
5,0.28484900630378185,14.466121650980925,19.674615075429934
6,1.2317380107735891,14.172575327190135,5.0376487580158535
7,0.27223189123826685,25.59498855782227,18.70260584112373
8,0.9799185716762988,36.02673140630657,6.592471665069066
9,0.17777962468435327,15.538230855591188,23.95986642521006
10,2.7144762848915094,28.349193758172607,1.095474457856677
11,2.7279651504222793,26.093585870174692,1.096963505724214
12,2.7393851750668166,48.63173899005138,1.0954754627768295
13,0.07849514752780884,10.0,40.0
14,2.7362598600528902,47.417042548694816,1.095446210610902
15,1.9137955028073508,47.5404577409648,2.459534277216081
16,2.7350501145489203,43.92986290346491,1.0954471179681793
17,2.734695795507007,10.22566402802353,1.0957944000201714
18,2.7394575622633495,16.713260781854125,1.095452692145092
19,2.705969092493366,20.68791902860367,1.097447011950254
20,2.718857805598258,12.242058148050956,1.0955079794478555
21,2.7338610919125954,40.68820276043304,1.0954484837137095
22,2.7042067596211004,14.692492275107053,1.095459505216035
23,2.7206744853261022,19.15662329389167,1.0954457170132859
24,0.11472485301950552,17.76577647177674,32.15616576706901
25,2.7235680143249574,23.340138529139857,1.0954452208633656
26,2.734884981844288,42.63751227995942,1.095620128051346
27,0.13167541514879488,10.207341608170527,31.172862794669683
28,2.7269896275290333,26.980920744881082,1.0990910552664168
29,1.8904243431501282,25.53811678998631,2.5200755646857953
30,2.718672593478105,33.54053311538139,1.1000204799243463
31,2.7202799162096567,37.0651427034477,1.0961403822053508
32,2.7261157960917783,45.958415270199396,1.0954460893433187
33,0.4017409413477111,35.083843205675706,14.916156771053302
34,2.631020215151328,30.57970832079679,1.1951131291677664
35,2.064078854502098,10.200859963781234,2.079703274464948
36,0.16491334300042482,24.23828099996844,25.545857543441834
37,2.7194574552257174,32.49167931885038,1.0954452468266516
38,2.733431322099938,37.77991766135102,1.107754397844937
39,0.702485699495587,19.259644502656528,9.522138548654784
40,0.20434668921280963,10.013582993028717,23.035343505646072
41,0.785632686124611,41.2569679446857,8.506715494749525
42,2.721792818026321,40.1642650258634,1.0954454985445268
43,0.5941752149383106,10.282720587183118,10.903418601221748
44,2.7258158682606903,34.1176685275337,1.0967207541610735
45,2.284722044211662,41.7417558770062,1.6751094516964793
46,2.682751865084817,18.219916971330463,1.1716190385510705
47,0.09796002117859093,13.46796958132829,36.05175314048293
48,0.286924685301428,30.97110250485543,19.027923852525753
49,0.5212754983168653,14.543716112325988,12.046747017621566
50,2.7330657322759686,22.181618894280593,1.0954451211410827
51,2.7168173909644033,42.218707353420655,1.0977399269459616
52,0.6275572733764783,25.876789793083724,10.406476119683017
53,2.5758136744508593,16.103524639497216,1.241599754773448
54,0.5574082898236146,38.019885258293826,11.397127301071714
55,2.7467456521750924,29.575160745458177,1.0954641669173026
56,0.38216788564581705,28.001667192091922,15.30839578275578
57,1.1303697948372609,21.72466015511997,5.672711203849201
58,2.71710496435983,14.023287625755405,1.09544784972212
59,2.7074291753063218,10.885675502161618,1.0955252505421025
