,score,mu,sigma
0,0.912597832334682,16.168320214475933,77.4912042596375
1,0.9101065971936055,32.39439626928171,58.42488561814909
2,0.9515140204612784,48.028600678023864,127.11126718425625
3,0.6989213808991366,30.184496085949597,29.399315347142487
4,0.9058267478678159,18.710103892144502,73.8763581638548
5,1.0133173259073693,28.09942334994732,80.67454515631525
6,0.8552190276361831,27.311236090686712,46.45362666231206
7,1.0102469142774684,35.7115084241659,94.84907195895758
8,0.8627419205577853,18.310130696261737,60.56837946557842
9,0.8392358642206004,14.61915603188312,69.25439293144578
10,1.0208580528793467,26.90500070309281,90.86800789343405
11,0.8984111721451713,10.0,123.86346110083296
12,0.7565099996178413,50.0,82.70539537465325
13,0.9574001711507885,31.76734875111651,106.04715601120066
14,0.978951256629446,30.23067632198696,87.97611000108694
15,1.0440089249167288,26.385814392425115,96.32997729128387
16,0.9729810156492205,18.945841040462813,95.19862721263047
17,1.0519934346753024,29.909790768014773,96.77915547185505
18,-0.0,10.0,0.1
19,1.0431613321096123,29.14770446674034,133.33333333333331
20,0.4797455275095306,50.0,40.21491775842535
21,0.9917792806779779,18.002454948076625,133.33333333333331
22,1.0036516426046482,38.9593370683989,133.33333333333331
23,0.9159676745466934,50.0,106.96903670568614
24,-0.0,50.0,0.10000000000000009
25,0.4536566065214105,10.0,39.745022673063616
26,0.9938747147778519,28.985897829781056,127.16849710963801
27,0.9582111037567849,50.0,133.33333333333331
28,1.0147979843735033,32.29028920085278,72.56334425365795
29,0.9399923314075629,10.0,133.33333333333331
30,0.9570840448275231,31.68701169895472,98.5422122506017
31,0.9797960533888057,24.88548380699624,113.34600937481939
32,0.9656474221292459,36.695405369566075,115.95398434628754
33,1.030302831202067,29.84687310852882,94.16980294020014
34,0.9275006275277349,10.0,106.08119980538127
35,0.8941591601400809,10.0,89.44679317263574
36,0.9669761635337286,42.83512316976699,92.89553687624465
37,0.9730937342849248,21.580528839925712,85.92465911703007
38,0.8392246969093344,44.5953866457317,65.9365267010115
39,1.0220632730574213,22.977284345043532,105.07047091564448
40,0.9495872243291306,50.0,117.07103817050279
41,0.9923379302187678,36.39359129512864,78.95413649569021
42,1.0145147581232727,37.24370179917372,126.10869127262319
43,0.9873529830283241,24.558671466923197,133.33333333333331
44,1.030053080758492,33.17004908820223,133.33333333333331
45,0.973243529645381,28.476889752852603,96.78568986301372
46,0.9857374971314226,23.78212581177247,95.21216785668415
47,1.0307014170965632,31.62022668945365,95.74404057020422
48,0.9300971234742681,18.911488435689744,101.58365753809828
49,1.0324857698215855,33.68373555559509,129.22690059953885
50,1.0422102629010794,31.251205848911955,77.05014644536644
51,1.0297748972652547,26.991043574986662,74.61155494823763
52,0.9324677605609342,37.52337399476849,89.3915808049962
53,0.9705784878493375,19.517762307779062,109.78703763896544
54,1.0925010921889573,32.34218408039794,121.34674696346039
55,1.0378158607680703,29.08151210421653,119.05442963348172
56,1.0098563328897363,21.54581136353312,122.35073245098613
57,0.9695018197687242,42.144993025856934,99.90624440048
58,0.9826350885040371,18.691839624735316,127.39707745905658
59,0.9729042413758417,33.18567289724171,124.13841612538803
